"address","build_year","land_area","price"
"1/16 Tavistock Crescent, Lynwood",1967,1037,370000
"1/163 Tyler Street, Tuart Hill",1974,2024,140000
"1/164 McDonald Street, Joondanna",1995,1062,640000
"1/165 Canning Highway, South Perth",1928,717,680000
"1/17 Elizabeth Street, East Cannington",2006,339,408000
"1/18 Coongan Avenue, Greenmount",1950,675,527500
"1/18 Devon Way, Lynwood",1967,378,387000
"1/18 Mary Street, Highgate",1994,183,742000
"1/182 Fulham Street, Kewdale",1993,146,300000
"1/19 Drabble Road, Scarborough",1962,1886,721000
"1/19 Flora Terrace, Watermans Bay",1989,216,500000
"1/19 Roseheath Boulevard, Kiara",1995,351,370000
"1/19 Tamar Street, Palmyra",1963,1048,500000
"1/20 Holton Way, Cannington",2008,261,335000
"1/202 Crawford Road, Inglewood",1979,357,485000
"1/205 French Street, Tuart Hill",1956,1215,525000
"1/208 Albert Street, Osborne Park",1994,1012,365000
"1/21 Fletcher Street, Applecross",1993,219,685000
"1/218 Westview Street, Scarborough",1988,1277,450000
"1/22 Ada Street, Watermans Bay",1997,397,1250000
"1/22 Harper Street, Woodbridge",1996,151,395000
"1/22 Manoff Road, Balcatta",1992,776,292000
"1/22 Prinsep Road, Melville",2002,377,655000
"1/22 Redgate Court, Kiara",1994,363,410000
"1/23 Avonmore Terrace, Cottesloe",1964,910,670000
"1/23 Golf Road, Parkwood",1986,286,338000
"1/24 Coventry Road, Shoalwater",1991,1535,310000
"1/242 French Street, Tuart Hill",1995,239,432000
"1/265 Kooyong Road, Kewdale",1989,1620,357500
"1/268 Guildford Road, Maylands",1952,891,432000
"1/28 Alday Street, St James",2003,312,530000
"1/29 Seaforth Road, Shoalwater",2010,340,600000
"1/29 Spoonbill Place, Queens Park",2006,281,435000
"1/29 Stratford Street, East Fremantle",1987,912,430000
"1/3 Addlewell Glen, Kiara",1993,454,370000
"1/3 Clive Road, Cottesloe",2009,235,1026000
"1/3 Hope Road, Palmyra",1986,303,445000
"1/3 Stockman Way, Cannington",2001,368,508000
"1/30 Milford Way, Nollamara",2007,701,450000
"1/301 Oxford Street, Leederville",2009,181,400000
"1/31 Harvest Road, North Fremantle",1920,359,1100000
"1/31 Mosaic Street, Shelley",1998,1390,755000
"1/31 Second Avenue, Kensington",2001,237,780000
"1/31 Troy Terrace, Daglish",2008,810,1250000
"1/31 Villiers Street, Yokine",2000,243,370000
"1/32 Hubert Road, Maylands",1985,2024,420000
"1/326 Preston Point Road, Attadale",1989,400,675000
"1/33 Holmesdale Road, Woodbridge",1994,1012,335000
"1/33 Steward Way, Orelia",1985,205,160000
"1/335 Oxford Street, Leederville",2012,243,880000
"1/34 Banksia Street, Joondanna",1949,257,585000
"1/341 Wharf Street, Queens Park",1985,1474,315000
"1/35 Collier Avenue, Balcatta",1990,246,341000
"1/36 Wood Street, Inglewood",2004,174,565000
"1/38 Brandon Street, Kensington",2007,631,600000
"1/38 Norman Street, St James",1995,265,360000
"1/39 Ferguson Street, Midvale",2008,1058,400000
"1/4 Classic Rise, Pearsall",2014,300,465000
"1/4 Lentona Road, Attadale",1989,327,490000
"1/4 Leslie Street, Cannington",1960,399,430000
"1/4 Manley Street, Cannington",1981,102,334000
"1/4 Talbot Road, Woodlands",1988,201,415000
"1/41 Hooley Road, Midland",1946,535,337500
"1/41 Renwick Street, South Perth",1994,836,730000
"1/42 Byers Road, Woodbridge",1994,1310,316000
"1/43 Ferguson Street, Middle Swan",2013,440,445000
"1/43 John Street, Inglewood",1996,1012,630000
"1/46 Charles Street, Midland",2004,1012,167500
"1/48 Collier Avenue, Balcatta",1989,1012,359000
"1/48 Thelma Street, Como",1993,1062,525000
"1/49 Discovery Circuit, Iluka",2014,372,715000
"1/49 South Street, Kardinya",1969,810,405000
"1/5 Arpent Link, Brabham",2015,365,364000
"1/50 King Street, Coogee",2000,299,440000
"1/50 Monmouth Street, Mount Lawley",1990,1000,625000
"1/53 Carrington Street, Palmyra",1991,1048,420000
"1/58 Second Avenue, Rossmoyne",1999,474,975000
"1/584 Canning Highway, Attadale",1987,1849,370000
"1/6 Bellevue Terrace, West Perth",1980,2133,2300000
"1/6 Cato Street, Glendalough",1994,248,515000
"1/6 Pearse Street, North Fremantle",1984,250,665000
"1/63 Sayer Street, Midland",1994,246,330000
"1/67 Upton Street, St James",1995,224,365000
"1/69 Calais Road, Scarborough",1994,1012,600000
"1/7 Chidlow Street, Mount Helena",2013,598,470000
"1/7 Hodgson Lane, Mundaring",2010,249,400000
"1/79 Hardy Road, Ashfield",1963,401,370000
"1/79 Sayer Street, Midland",2007,172,360000
"1/8 Benson Court, Mount Nasura",2015,406,375000
"1/8 Betula Street, Riverton",2012,807,720000
"1/8 Sonia Street, Scarborough",1989,277,494000
"1/86 Ivanhoe Street, Eden Hill",1994,349,409500
"1/9 Glencairn Way, Parkwood",1976,1598,378000
"1/94 Kathleen Street, Bassendean",2008,1803,530000
"1/95 Kent Street, Rockingham",1994,227,360000
"1/96 North Beach Road, North Beach",1997,468,777000
"1/99 Roberts Road, Subiaco",1986,804,450000
"10 Aberdare Way, Warwick",1971,714,555000
"10 Abingdon Place, Kelmscott",1971,789,213000
"10 Abrolhos Drive, Heathridge",2002,486,560000
"10 Ada Street, Watermans Bay",1976,1024,1730000
"10 Addingham Crescent, Bertram",2004,593,455000
"10 Adelong Circuit, Merriwa",2001,507,250000
"10 Adonis Street, Mundijong",1980,2126,332000
"10 Aitken Place, Noranda",1979,700,578000
"10 Albert Street, Bellevue",1955,629,450000
"10 Aleaha Brace, Aveley",2013,475,291000
"10 Alford Way, Alkimos",2012,300,385000
"10 Altai Dale, Stratton",1995,609,435000
"10 Ameer Way, Beeliar",2016,501,530000
"10 Amery Road, Hocking",2005,543,495000
"10 Andrews Way, Herne Hill",1974,813,380000
"10 Anstey Street, Mundijong",1982,2028,550000
"10 Antigua Place, Southern River",2002,567,455000
"10 Apara Place, Koongamia",1990,1086,389000
"10 Aparri Way, Port Kennedy",2004,640,360000
"10 Appleby Drive, Darch",2005,601,505000
"10 APPLETON Road, Piara Waters",2015,560,485000
"10 Apsley Bend, Tapping",2006,624,600000
"10 Araucaria Boulevard, Byford",2005,564,318000
"10 Archdeacon Street, Nedlands",1981,810,1690000
"10 Archimedes Crescent, Tapping",2006,571,430000
"10 Arkwell Street, Willagee",1960,810,832000
"10 Armitage Close, South Guildford",1995,475,380000
"10 ARTARMON RISE, Kallaroo",2001,936,1140000
"10 Astrolabe Way, Swan View",2011,484,340000
"10 Aurora Drive, Atwell",2007,707,537000
"10 Axewood Place, Beechboro",1993,699,406000
"10 Aylesbury Close, Jandakot",1996,627,530000
"10 Baddesley Street, Butler",2003,543,375000
"10 Bahama Way, Banksia Grove",2011,360,350000
"10 Banchory Way, The Vines",2007,763,610000
"10 Banksia Court, Bullsbrook",1992,663,370000
"10 Barcelona Terrace, Hocking",2005,566,539000
"10 Barcroft Court, Atwell",2003,360,395000
"10 Barnden Road, Helena Valley",2011,600,695500
"10 Barrington Avenue, Champion Lakes",2010,420,185000
"10 Basedow Chase, Banksia Grove",2014,440,445000
"10 Basico Avenue, Sinagra",2008,613,549000
"10 Batavia Way, Salter Point",1965,842,966000
"10 Bathgate Loop, Koondoola",1995,600,415000
"10 Becket Court, Camillo",1978,711,320000
"10 Bedale Street, Dianella",1999,373,545000
"10 Beechcroft Place, Camillo",1978,707,240000
"10 Belaring Place, Kenwick",1996,323,430000
"10 Belfast Crescent, Ridgewood",2007,423,333000
"10 Bellport Parade, Mindarie",2006,689,670000
"10 Belvoir Place, Ballajura",1991,601,430000
"10 Beor Way, Herne Hill",1973,809,350000
"10 Berkeley Street, Heathridge",1985,363,450000
"10 Berlotto Drive, Ashby",2006,425,510000
"10 Berrigan Drive, South Lake",1985,702,380000
"10 Bertram Street, Dianella",1977,464,350000
"10 Beverley Street, Coolbinia",1958,806,1188000
"10 Biara Road, Yanchep",2014,403,272000
"10 Bight Reefs Road, Singleton",1969,892,432500
"10 Bilkurra Way, Mount Nasura",1985,788,289000
"10 Billing Way, Caversham",2013,513,665000
"10 Binar Court, South Guildford",1996,787,400000
"10 Binden Place, Hamersley",1972,737,510000
"10 Bingarra Close, Port Kennedy",1994,691,390000
"10 Bingfield Road, Medina",1965,728,265000
"10 Binnia Mews, Harrisdale",2008,451,430000
"10 Birch Place, Stoneville",1989,1843,560000
"10 Birchgrove Court, Bibra Lake",2001,502,585000
"10 Birkenhead Ridge, Mindarie",2005,738,835000
"10 Bishop Riley Way, Churchlands",2003,737,1850000
"10 Blackboy Road, Greenmount",1989,903,490000
"10 Blackman Road, Mount Pleasant",1955,729,1475000
"10 Bland Street, Kensington",1957,787,1250000
"10 Blenny Close, Cannington",1980,697,476000
"10 Block Place, Ocean Reef",1991,890,1000000
"10 Bondini Way, Bibra Lake",1979,719,522000
"10 Booligal Street, Lesmurdie",1978,1195,425000
"10 Bosbaan Place, Champion Lakes",2013,451,196000
"10 Bowen Place, Stoneville",1989,1955,520000
"10 Bradbury Place, Alexander Heights",1994,403,331500
"10 Braden Way, Marmion",2009,720,1620000
"10 Brae Court, Cooloongup",1989,933,330000
"10 Bramley Terrace, The Vines",2007,714,555000
"10 Brantwood Turn, Wellard",2014,449,396000
"10 Brassey Street, Swanbourne",1996,607,1810000
"10 Breton Court, Ballajura",1995,504,421000
"10 Bricknell Road, Attadale",1952,1410,830000
"10 Bridges Rise, Kiara",1994,484,390000
"10 Bridget Place, Shelley",2002,1029,1600000
"10 Brigalow Way, Armadale",1972,713,220000
"10 Brinckley Crescent, Koondoola",1976,692,362000
"10 Bristow Street, Haynes",2015,340,167000
"10 Broad Street, Kensington",2006,420,1390000
"10 Broadbeach Boulevard, Hillarys",1990,828,955000
"10 Brolga Court, Beeliar",2007,639,570000
"10 Broomhall Way, Noranda",1976,809,635000
"10 Brumby Avenue, Henley Brook",2002,528,507500
"10 Bungalow Court, Peppermint Grove",2012,444,2400000
"10 Burleigh Drive, Burns Beach",2012,576,860000
"10 Burnettia Lane, Mount Claremont",2001,318,1100000
"10 Burtonia Place, Canning Vale",1992,770,680000
"10 BUTCHART TURN, Aubin Grove",2007,660,740000
"10 Byfield Road, Parkerville",1955,1008,382000
"10 Cadoux Loop, Hocking",2005,864,470000
"10 Calabar Court, Merriwa",1990,588,367000
"10 Cale Court, Maddington",2001,510,375000
"10 Calgary Place, Kingsley",1993,608,481000
"10 Calume Street, Hillman",1973,701,310000
"10 Campbell Court, Noranda",1985,867,651000
"10 Camrose Lane, Darch",2007,549,531000
"10 Cantrell Circuit, Landsdale",1998,710,645000
"10 Cape Le Grand Avenue, Aubin Grove",2006,713,705000
"10 Carnforth Road, Butler",2004,540,355500
"10 Carrick Way, Kinross",1983,914,442500
"10 Cassidae Terrace, Karrinyup",2006,434,1030000
"10 Castroreale Boulevard, Sinagra",2005,566,455000
"10 Celtic Crescent, Shoalwater",2006,459,390000
"10 Cereza Lane, Caversham",2012,400,447500
"10 Cerulean Road, Karnup",2015,405,179000
"10 Cestrum Rise, South Lake",1993,741,550000
"10 Charles Street, South Fremantle",1900,526,1600000
"10 Chauvel Court, Kiara",1995,501,430000
"10 Chelmsford Road, Mount Lawley",1920,309,845000
"10 Chenile Mews, Mirrabooka",1988,684,100000
"10 Chervil Bend, Wattle Grove",2012,599,560000
"10 Chesapeake Parade, Port Kennedy",2001,754,480000
"10 Chesterfield Avenue, Hocking",2006,296,460000
"10 Chestnut Street, Guildford",1997,527,780000
"10 Chile Way, Aubin Grove",2013,460,555000
"10 Chinook Drive, Dayton",2013,375,475000
"10 Chiswick Street, Wembley Downs",1958,787,1025000
"10 Chittawarra Court, Glen Forrest",1993,1901,567000
"10 Chivrell Rise, Gwelup",1994,716,920000
"10 Choseley Place, Langford",1989,612,160000
"10 Christina Street, Hazelmere",1956,2027,600000
"10 Christmas Avenue, Heathridge",1986,688,453500
"10 Churton Crescent, Warwick",1970,730,610000
"10 Citriadora Avenue, High Wycombe",2005,635,575000
"10 Claiborne Road, Secret Harbour",2005,584,470000
"10 Classroom Loop, Coolbellup",2014,375,510000
"10 Clayden Street, Wooroloo",1981,2427,358000
"10 Clearview Avenue, Burns Beach",2011,610,1500000
"10 CLEMTON PLACE, Landsdale",1999,650,520000
"10 Cleopatra Circuit, Bertram",2005,612,410000
"10 Clifton Street, Kelmscott",1974,809,290000
"10 Clyde Road, Menora",1935,759,1350000
"10 Clydesdale Street, Alfred Cove",1994,1095,855000
"10 Coatelan Drive, Stirling",1980,769,925000
"10 Coleridge Place, North Lake",1996,735,700000
"10 Colne Way, Girrawheen",1973,771,385000
"10 Columba Place, Peppermint Grove",1976,704,1920000
"10 Como Way, Stirling",2008,491,1240000
"10 Congdon Way, Booragoon",1981,812,750000
"10 Conimbla Lane, Aubin Grove",2007,654,660000
"10 Coniston Bend, Waikiki",2011,523,530000
"10 Coniston Drive, Ellenbrook",2006,384,325000
"10 Connelly Place, Mount Helena",2009,2001,565000
"10 Conrad Way, Currambine",2002,719,597000
"10 Continental Boulevard, Currambine",2003,588,760000
"10 Coogan Close, Yangebup",1987,730,400000
"10 Coolibah Drive, Greenwood",1970,683,476500
"10 Copper Lane, Wattle Grove",2004,556,500000
"10 Coralgum Green, South Lake",2009,613,568000
"10 Corella Street, Lesmurdie",1969,1012,505000
"10 Cornell Place, East Cannington",2004,610,600000
"10 Correa Way, Mirrabooka",1987,690,365000
"10 Corrour Bend, Bertram",2012,301,245000
"10 Cottontree Lane, Bennett Springs",2008,597,570000
"10 Coulsen Close, Noranda",1995,676,675000
"10 Cowper Street, Lynwood",1974,688,448000
"10 Coyne Street, Mount Helena",2016,2023,355000
"10 Crab Cove, Mindarie",1994,380,570000
"10 Crake Street, Ascot",2002,367,730000
"10 Cranberry Way, Kenwick",1994,568,316500
"10 Cranford Avenue, Mount Pleasant",1996,456,750000
"10 Cranwell Road, Balcatta",1964,788,880000
"10 Craven Street, Bedford",1978,589,615750
"10 Cresswell Place, Quinns Rocks",1995,585,450000
"10 Creswick Cross, Kiara",1993,525,168000
"10 Crossway, Swan View",1981,709,295000
"10 Crystal Turn, Bennett Springs",2002,544,435000
"10 Crystalview Cove, Ballajura",1990,1035,685000
"10 Currawong Court, Bennett Springs",2000,621,535000
"10 Currawong Crescent, Walliston",1972,1813,510000
"10 Curruthers Road, Mount Pleasant",1996,433,830000
"10 Curtin Road, Marangaroo",1996,510,426000
"10 Dacelo Vista, Waterford",2013,450,559900
"10 Daly Circle, Langford",2003,500,550000
"10 Dane Court, Brookdale",1997,504,345000
"10 Daniels Place, Bertram",2006,566,394000
"10 Darrowby Place, Sawyers Valley",1988,1836,597000
"10 Dartmouth Avenue, City Beach",1955,607,1685000
"10 DAVID STREET, Kensington",1950,506,820000
"10 Daviesia Corner, Dayton",2012,476,500000
"10 Davilak Crescent, Manning",2012,911,1080000
"10 De Grey Retreat, Jane Brook",2002,753,605000
"10 Dean Street, Mount Helena",1981,1370,446000
"10 Denver Avenue, Madeley",1990,1241,690000
"10 Derry Lane, Mosman Park",2007,426,2070000
"10 Desertpea Road, Beeliar",2014,384,503000
"10 Deverall Square, Hillarys",1998,600,880000
"10 Direction Way, North Fremantle",1996,259,1700000
"10 Domain Court, Greenmount",1989,709,410000
"10 Domeney Place, Landsdale",2000,600,455000
"10 Donnelly Link, Jane Brook",2003,694,545000
"10 Doriemus Road, Baldivis",2015,609,692500
"10 Dorney Esplanade, Champion Lakes",2015,413,250000
"10 Dowlan Way, Ellenbrook",2008,552,385000
"10 Dublin Road, Darch",2006,576,570000
"10 Duff Place, Booragoon",1975,696,860000
"10 Dusenberg Mews, Atwell",1995,768,572500
"10 Duyfken Road, Jindalee",2009,270,384000
"10 Eastbourne Street, Mosman Park",1920,516,1317500
"10 Edmund Way, Calista",1965,809,250000
"10 Eildon Court, South Lake",1989,700,472000
"10 Elbury Court, Kingsley",1980,700,507000
"10 Elder Way, Bellevue",1982,700,435000
"10 Eldon Close, Merriwa",1993,623,380000
"10 Ellerby Way, Koondoola",1976,771,435000
"10 Emperor Approach, Success",2008,569,550000
"10 Emu Court, High Wycombe",1989,710,365000
"10 Ennis Court, Orelia",1965,734,212000
"10 Ensign Dale, Kelmscott",2005,651,500000
"10 Erlon Way, Harrisdale",2011,364,406500
"10 Essington Street, Huntingdale",1975,710,405000
"10 Ethel Street, Guildford",1910,488,1160000
"10 Etna Place, Rossmoyne",2006,999,1895000
"10 Ewart Street, Midvale",1920,526,235000
"10 Eyebright Court, Huntingdale",1999,599,511250
"10 Fagan Street, Yokine",1963,374,505000
"10 Fairview Street, Coogee",1989,719,870000
"10 Fairywren Drive, Bennett Springs",2004,457,455000
"10 Falkirk Avenue, Maylands",1915,936,810000
"10 Fantail Avenue, Gwelup",2003,519,960000
"10 Fantail Drive, Bibra Lake",1985,702,595142
"10 Fantail Way, Huntingdale",1994,615,375000
"10 Farrier Terrace, Henley Brook",2003,554,472000
"10 Farringdon Way, Huntingdale",1973,685,375000
"10 Fawn Way, Eglinton",2014,313,412000
"10 Feldman Crescent, Parkerville",1985,1999,575000
"10 Finchley Terrace, Joondalup",1998,347,550000
"10 Finlay Court, Rivervale",2000,350,520000
"10 Finsbury Grove, Mount Claremont",1995,680,1525000
"10 Fintry Close, Kinross",1992,706,480000
"10 Firefalls Close, Huntingdale",1994,544,440000
"10 Flannan Place, Warwick",1988,734,852500
"10 Fleetwood Link, Ellenbrook",2007,420,370000
"10 Fletcher Street, Applecross",1952,464,875000
"10 Fortview Road, Mount Claremont",1960,877,1775000
"10 Fourth Avenue, Rossmoyne",1966,814,1423888
"10 Frederic Street, Midland",1915,1090,565000
"10 Friarbird Terrace, Beeliar",2006,512,550000
"10 Gaffin Way, Kwinana Town Centre",2015,203,162100
"10 Gairloch Place, Joondalup",1990,803,620000
"10 Galahad Way, Carine",1976,692,645000
"10 gallipoli street, Lathlain",1939,577,505000
"10 Gatton Way, Embleton",1966,736,470000
"10 Gausson Turn, Ashby",2003,524,393000
"10 Gemini Rise, Ocean Reef",1989,824,957000
"10 Georgetown Drive, Safety Bay",1989,681,370000
"10 Gifford Mews, Currambine",1997,701,668000
"10 Gilbreth Bend, Tapping",2006,572,535000
"10 Giles Avenue, Padbury",1976,705,380000
"10 GLADALAN Way, Piara Waters",2015,570,500000
"10 Glen Iris Drive, Jandakot",1997,1066,1200000
"10 Glenallen Way, Ellenbrook",2005,552,360000
"10 Glenbawn Drive, South Lake",1984,702,422500
"10 Glenfine Way, Carramar",2004,678,473200
"10 Glenten Way, Ferndale",1978,688,545000
"10 Glenwood Avenue, Helena Valley",1969,2010,545000
"10 Godin Court, Churchlands",1986,1225,1650000
"10 Goldfinch Bend, Harrisdale",2010,420,471000
"10 Goshawk Place, Huntingdale",1992,707,385000
"10 Grace Pass, Bennett Springs",2006,544,630000
"10 Granada Loop, Seville Grove",2006,660,350000
"10 Grand Boulevard, Canning Vale",1995,770,575000
"10 Graydon Grove, Leda",1994,700,285000
"10 Greenville Street, Swanbourne",1997,474,1352000
"10 Greta Court, Cooloongup",1984,716,310000
"10 Guernsey Court, Stratton",1995,637,320000
"10 Gulli Court, Mount Claremont",2005,582,1850000
"10 Gwynne Corner, Jane Brook",2001,781,630000
"10 Halse Place, Karrinyup",2011,948,1120000
"10 Hampshire Drive, Jindalee",2010,715,670000
"10 Harley Terrace, Mosman Park",1970,683,1250000
"10 Harmony Avenue, Clarkson",2006,546,370000
"10 Harwood Street, Hilton",1955,810,740250
"10 Hayward Parade, Coogee",1995,706,740000
"10 Hazelmere Crescent, Hazelmere",1948,1401,390000
"10 Heathland Terrace, Ellenbrook",2007,405,300000
"10 Helena Street, Guildford",1975,920,630000
"10 Henderson Road, Stoneville",1980,2078,505000
"10 Hendy Green, Murdoch",1988,705,720000
"10 Hennessy Drive, Ashby",2005,620,590000
"10 Henniker Way, Koondoola",1970,692,340000
"10 Henty Grove, Helena Valley",2015,280,450000
"10 Hepworth Way, Noranda",1979,700,612500
"10 Heywood Lane, North Coogee",2011,220,945000
"10 Hibiscus Court, Churchlands",1988,801,1430000
"10 Hillcrest Court, Port Kennedy",1996,484,225000
"10 Hindmarsh Way, Edgewater",2002,776,628000
"10 Hodge Court, Marmion",1978,726,862000
"10 Hodges Street, Middle Swan",2002,248,344000
"10 Hodgson Street, Tuart Hill",2014,809,689000
"10 Hodnet Bend, The Vines",2010,900,540000
"10 Hogg Avenue, Salter Point",2003,450,1225000
"10 Hollingsworth Avenue, Koondoola",1977,729,396000
"10 Hollister Way, Noranda",1979,700,665000
"10 Hope Crescent, Lesmurdie",1958,2413,815000
"10 Horner Way, Herne Hill",1972,809,405000
"10 Horrocks Road, Booragoon",1962,405,595000
"10 Horslay Way, Noranda",1981,701,585000
"10 Hovea Crescent, Walliston",1986,1004,385000
"10 Hubert Street, Guildford",1897,372,675000
"10 Hugh Street, Guildford",1900,371,710000
"10 Hynes Court, Huntingdale",2001,603,436000
"10 Hynes Way, Hamilton Hill",1997,751,505000
"10 Indiana Parade, Singleton",2006,809,795000
"10 Indus Vista, Alkimos",2015,375,355000
"10 Instone Street, Hilton",1977,455,507500
"10 Iolanthe Street, Swanbourne",1994,314,1170000
"10 Irene Place, Beldon",1991,717,520000
"10 Irvine Street, Peppermint Grove",1935,1678,2060000
"10 Jackman Street, Willagee",1962,482,670000
