ADDRESS,BUILD_YEAR
"1/3 Addlewell Glen, Kiara",1993.0
"1/3 Clive Road, Cottesloe",2009.0
"1/3 Hope Road, Palmyra",1986.0
"1/3 Stockman Way, Cannington",2001.0
"1/30 Milford Way, Nollamara",2007.0
"1/301 Oxford Street, Leederville",2009.0
"1/31 Harvest Road, North Fremantle",1920.0
"1/31 Mosaic Street, Shelley",1998.0
"1/31 Second Avenue, Kensington",2001.0
"1/31 Troy Terrace, Daglish",2008.0
"1/31 Villiers Street, Yokine",2000.0
"1/32 Hubert Road, Maylands",1985.0
"1/326 Preston Point Road, Attadale",1989.0
"1/33 Holmesdale Road, Woodbridge",1994.0
"1/33 Steward Way, Orelia",1985.0
"1/335 Oxford Street, Leederville",2012.0
"1/34 Banksia Street, Joondanna",1949.0
"1/341 Wharf Street, Queens Park",1985.0
"1/35 Collier Avenue, Balcatta",1990.0
"1/36 Wood Street, Inglewood",2004.0
"1/38 Brandon Street, Kensington",2007.0
"1/38 Norman Street, St James",1995.0
"1/39 Beatty Avenue, East Victoria Park",
"1/39 Cape Street, Osborne Park",
"1/39 Ferguson Street, Midvale",2008.0
"1/4 Classic Rise, Pearsall",2014.0
"1/4 Lentona Road, Attadale",1989.0
"1/4 Leslie Street, Cannington",1960.0
"1/4 Manley Street, Cannington",1981.0
"1/4 Talbot Road, Woodlands",1988.0
"1/40 Mica Mews, Wattle Grove",
"1/41 Hooley Road, Midland",1946.0
"1/41 Renwick Street, South Perth",1994.0
"1/42 Byers Road, Woodbridge",1994.0
"1/42 Cleopatra Street, Palmyra",
"1/43 Ferguson Street, Middle Swan",2013.0
"1/43 John Street, Inglewood",1996.0
"1/46 Charles Street, Midland",2004.0
"1/48 Collier Avenue, Balcatta",1989.0
"1/48 Thelma Street, Como",1993.0
"1/49 Discovery Circuit, Iluka",2014.0
"1/49 Rule Street, North Fremantle",
"1/49 South Street, Kardinya",1969.0
"1/5 Arpent Link, Brabham",2015.0
"1/50 King Street, Coogee",2000.0
"1/50 Monmouth Street, Mount Lawley",1990.0
"1/53 Carrington Street, Palmyra",1991.0
"1/58 Second Avenue, Rossmoyne",1999.0
"1/584 Canning Highway, Attadale",1987.0
"1/6 Bellevue Terrace, West Perth",1980.0
"1/6 Cato Street, Glendalough",1994.0
"1/6 Pearse Street, North Fremantle",1984.0
"1/63 SAW AVENUE, Rockingham",
"1/63 Sayer Street, Midland",1994.0
"1/67 Upton Street, St James",1995.0
"1/69 Calais Road, Scarborough",1994.0
"1/69 Welwyn Avenue, Salter Point",
"1/7 Blandfield Way, Parkwood",
"1/7 Chidlow Street, Mount Helena",2013.0
"1/7 Hodgson Lane, Mundaring",2010.0
"1/79 Hardy Road, Ashfield",1963.0
"1/79 Sayer Street, Midland",2007.0
"1/8 Benson Court, Mount Nasura",2015.0
"1/8 Betula Street, Riverton",2012.0
"1/8 Burdett Retreat, Murdoch",
"1/8 Sonia Street, Scarborough",1989.0
"1/86 Ivanhoe Street, Eden Hill",1994.0
"1/9 Glencairn Way, Parkwood",1976.0
"1/94 Kathleen Street, Bassendean",2008.0
"1/95 Kent Street, Rockingham",1994.0
"1/96 North Beach Road, North Beach",1997.0
"1/99 Roberts Road, Subiaco",1986.0
"10 Aberdare Way, Warwick",1971.0
"10 Abingdon Place, Kelmscott",1971.0
"10 Abrolhos Drive, Heathridge",2002.0
"10 Ada Street, Watermans Bay",1976.0
"10 Addingham Crescent, Bertram",2004.0
"10 Adelong Circuit, Merriwa",2001.0
"10 Adonis Street, Mundijong",1980.0
"10 Aitken Place, Noranda",1979.0
"10 Albert Street, Bellevue",1955.0
"10 Aleaha Brace, Aveley",2013.0
"10 Alford Way, Alkimos",2012.0
"10 Altai Dale, Stratton",1995.0
"10 Ameer Way, Beeliar",2016.0
"10 Amery Road, Hocking",2005.0
"10 Andrews Way, Herne Hill",1974.0
"10 Anne Avenue, Walliston",
"10 Anstey Street, Mundijong",1982.0
"10 Antigua Place, Southern River",2002.0
"10 Apara Place, Koongamia",1990.0
"10 Aparri Way, Port Kennedy",2004.0
"10 Appleby Drive, Darch",2005.0
"10 APPLETON Road, Piara Waters",2015.0
"10 Apsley Bend, Tapping",2006.0
"10 Araucaria Boulevard, Byford",2005.0
"10 Archdeacon Street, Nedlands",1981.0
"10 Archimedes Crescent, Tapping",2006.0
"10 Arkwell Street, Willagee",1960.0
"10 Armitage Close, South Guildford",1995.0
"10 ARTARMON RISE, Kallaroo",2001.0
"10 Astrolabe Way, Swan View",2011.0
"10 Atkinson Road, Subiaco",
"10 Auborough Street, Doubleview",
"10 Aurora Drive, Atwell",2007.0
"10 Axewood Place, Beechboro",1993.0
"10 Aylesbury Close, Jandakot",1996.0
"10 Baddesley Street, Butler",2003.0
"10 Bahama Way, Banksia Grove",2011.0
"10 Ballymote Gardens, Ridgewood",
"10 Banchory Way, The Vines",2007.0
"10 Banksia Court, Bullsbrook",1992.0
"10 Barcelona Terrace, Hocking",2005.0
"10 Barcroft Court, Atwell",2003.0
"10 Barnden Road, Helena Valley",2011.0
"10 Barranduna Drive, Mount Nasura",
"10 Barrington Avenue, Champion Lakes",2010.0
"10 Barrington Street, West Leederville",
"10 Basedow Chase, Banksia Grove",2014.0
"10 Basico Avenue, Sinagra",2008.0
"10 Batavia Way, Salter Point",1965.0
"10 Bathgate Loop, Koondoola",1995.0
"10 Becket Court, Camillo",1978.0
"10 Bedale Street, Dianella",1999.0
"10 Beechcroft Place, Camillo",1978.0
"10 Beenan Elbow, South Guildford",
"10 Belaring Place, Kenwick",1996.0
"10 Belfast Crescent, Ridgewood",2007.0
"10 Bellport Parade, Mindarie",2006.0
"10 Belvoir Place, Ballajura",1991.0
"10 Beor Way, Herne Hill",1973.0
"10 Berkeley Street, Heathridge",1985.0
"10 Berlotto Drive, Ashby",2006.0
"10 Berrigan Drive, South Lake",1985.0
"10 Bertram Street, Dianella",1977.0
"10 Beverley Street, Coolbinia",1958.0
"10 Biara Road, Yanchep",2014.0
"10 Bight Reefs Road, Singleton",1969.0
"10 Bilcich Gardens, Spearwood",
"10 Bilkurra Way, Mount Nasura",1985.0
"10 Billing Way, Caversham",2013.0
"10 Binar Court, South Guildford",1996.0
"10 Binden Place, Hamersley",1972.0
"10 Bingarra Close, Port Kennedy",1994.0
"10 Bingfield Road, Medina",1965.0
"10 Binnia Mews, Harrisdale",2008.0
"10 Birch Place, Stoneville",1989.0
"10 Birchgrove Court, Bibra Lake",2001.0
"10 Birkenhead Ridge, Mindarie",2005.0
"10 Bishop Close, Seville Grove",
"10 Bishop Riley Way, Churchlands",2003.0
"10 Blackboy Road, Greenmount",1989.0
"10 Blackman Road, Mount Pleasant",1955.0
"10 Bland Street, Kensington",1957.0
"10 Blenny Close, Cannington",1980.0
"10 Block Place, Ocean Reef",1991.0
"10 Bondini Way, Bibra Lake",1979.0
"10 Booligal Street, Lesmurdie",1978.0
"10 Bosbaan Place, Champion Lakes",2013.0
"10 Bowen Place, Stoneville",1989.0
"10 Boyd Street, Palmyra",
"10 Bradbury Place, Alexander Heights",1994.0
"10 Braden Way, Marmion",2009.0
"10 Brae Court, Cooloongup",1989.0
"10 Bramley Terrace, The Vines",2007.0
"10 Brantwood Turn, Wellard",2014.0
"10 Brassey Street, Swanbourne",1996.0
"10 Breton Court, Ballajura",1995.0
"10 Bricknell Road, Attadale",1952.0
"10 Bridges Rise, Kiara",1994.0
"10 Bridget Place, Shelley",2002.0
"10 Brigalow Way, Armadale",1972.0
"10 Brinckley Crescent, Koondoola",1976.0
"10 Bristow Street, Haynes",2015.0
"10 Broad Street, Kensington",2006.0
"10 Broadbeach Boulevard, Hillarys",1990.0
"10 Brolga Court, Beeliar",2007.0
"10 Broomhall Way, Noranda",1976.0
"10 Brumby Avenue, Henley Brook",2002.0
"10 Bruny Meander, Wandi",
"10 Bungalow Court, Peppermint Grove",2012.0
"10 Burleigh Drive, Burns Beach",2012.0
"10 Burnettia Lane, Mount Claremont",2001.0
"10 Burtonia Place, Canning Vale",1992.0
"10 BUTCHART TURN, Aubin Grove",2007.0
"10 Byfield Road, Parkerville",1955.0
"10 Cadoux Loop, Hocking",2005.0
"10 Calabar Court, Merriwa",1990.0
"10 Cale Court, Maddington",2001.0
"10 Calgary Place, Kingsley",1993.0
"10 Calume Street, Hillman",1973.0
"10 Campbell Court, Noranda",1985.0
"10 Campion Crescent, Attadale",
"10 Campolino Gardens, Stratton",
"10 Camrose Lane, Darch",2007.0
"10 Cantrell Circuit, Landsdale",1998.0
"10 Cape Gardens, Ellenbrook",
"10 Cape Le Grand Avenue, Aubin Grove",2006.0
"10 Carnforth Road, Butler",2004.0
"10 Carrick Way, Kinross",1983.0
"10 Cassidae Terrace, Karrinyup",2006.0
"10 Castledene Way, Tapping",
"10 Castroreale Boulevard, Sinagra",2005.0
"10 Cathedral Link, Aubin Grove",
"10 Celtic Crescent, Shoalwater",2006.0
"10 Cereza Lane, Caversham",2012.0
"10 Cerulean Road, Karnup",2015.0
"10 Cestrum Rise, South Lake",1993.0
"10 Chalk Elbow, Pearsall",
"10 Charles Street, South Fremantle",1900.0
"10 Chauvel Court, Kiara",1995.0
"10 Chelmorton Loop, Carine",
"10 Chelmsford Road, Mount Lawley",1920.0
"10 Chenile Mews, Mirrabooka",1988.0
"10 Chervil Bend, Wattle Grove",2012.0
"10 Chesapeake Parade, Port Kennedy",2001.0
"10 Chesterfield Avenue, Hocking",2006.0
"10 Chestnut Street, Guildford",1997.0
"10 Chile Way, Aubin Grove",2013.0
"10 Chinook Drive, Dayton",2013.0
"10 Chiswick Street, Wembley Downs",1958.0
"10 Chittawarra Court, Glen Forrest",1993.0
"10 Chivrell Rise, Gwelup",1994.0
"10 Choseley Place, Langford",1989.0
"10 Christina Street, Hazelmere",1956.0
"10 Christmas Avenue, Heathridge",1986.0
"10 Churton Crescent, Warwick",1970.0
"10 Citriadora Avenue, High Wycombe",2005.0
"10 Claiborne Road, Secret Harbour",2005.0
"10 Classroom Loop, Coolbellup",2014.0
"10 Clayden Street, Wooroloo",1981.0
"10 Clearview Avenue, Burns Beach",2011.0
"10 CLEMTON PLACE, Landsdale",1999.0
"10 Cleopatra Circuit, Bertram",2005.0
"10 Clifton Street, Kelmscott",1974.0
"10 Clint Way, Calista",
"10 Clyde Road, Menora",1935.0
"10 Clydesdale Street, Alfred Cove",1994.0
"10 Coatelan Drive, Stirling",1980.0
"10 Coleridge Place, North Lake",1996.0
"10 College Road, Claremont",
"10 Colne Way, Girrawheen",1973.0
"10 Cologne Gardens, Port Kennedy",
"10 Columba Place, Peppermint Grove",1976.0
"10 Como Way, Stirling",2008.0
"10 Congdon Way, Booragoon",1981.0
"10 Conimbla Lane, Aubin Grove",2007.0
"10 Coniston Bend, Waikiki",2011.0
"10 Coniston Drive, Ellenbrook",2006.0
"10 Connelly Place, Mount Helena",2009.0
"10 Conrad Way, Currambine",2002.0
"10 Continental Boulevard, Currambine",2003.0
"10 Coogan Close, Yangebup",1987.0
"10 Coolibah Drive, Greenwood",1970.0
"10 Copper Lane, Wattle Grove",2004.0
"10 Coralgum Green, South Lake",2009.0
"10 Corella Street, Lesmurdie",1969.0
"10 Cornell Place, East Cannington",2004.0
"10 Correa Way, Mirrabooka",1987.0
"10 Corrour Bend, Bertram",2012.0
"10 Cottontree Lane, Bennett Springs",2008.0
"10 Coulsen Close, Noranda",1995.0
"10 Cowper Street, Lynwood",1974.0
"10 Coyne Street, Mount Helena",2016.0
"10 Crab Cove, Mindarie",1994.0
"10 Crake Street, Ascot",2002.0
"10 Cranberry Way, Kenwick",1994.0
"10 Cranford Avenue, Mount Pleasant",1996.0
"10 Cranwell Road, Balcatta",1964.0
"10 Craven Street, Bedford",1978.0
"10 Cresswell Place, Quinns Rocks",1995.0
"10 Creswick Cross, Kiara",1993.0
"10 Crossway, Swan View",1981.0
"10 Crystal Turn, Bennett Springs",2002.0
"10 Crystalview Cove, Ballajura",1990.0
"10 Currawong Court, Bennett Springs",2000.0
"10 Currawong Crescent, Walliston",1972.0
"10 Curruthers Road, Mount Pleasant",1996.0
"10 Curtin Road, Marangaroo",1996.0
"10 Dacelo Vista, Waterford",2013.0
"10 Daly Circle, Langford",2003.0
"10 Dane Court, Brookdale",1997.0
"10 Daniels Place, Bertram",2006.0
"10 Darrowby Place, Sawyers Valley",1988.0
"10 Dartmouth Avenue, City Beach",1955.0
"10 DAVID STREET, Kensington",1950.0
"10 Daviesia Corner, Dayton",2012.0
"10 Davilak Crescent, Manning",2012.0
"10 Dawn Road, Walliston",
"10 De Grey Retreat, Jane Brook",2002.0
"10 Dean Street, Mount Helena",1981.0
"10 Denver Avenue, Madeley",1990.0
"10 Derry Lane, Mosman Park",2007.0
"10 Desertpea Road, Beeliar",2014.0
"10 Deverall Square, Hillarys",1998.0
"10 Dillwynia Bend, Banksia Grove",
"10 Direction Way, North Fremantle",1996.0
"10 Doherty Road, Coolbellup",
"10 Domain Court, Greenmount",1989.0
"10 Domeney Place, Landsdale",2000.0
"10 Donnelly Link, Jane Brook",2003.0
"10 Doriemus Road, Baldivis",2015.0
"10 Dorney Esplanade, Champion Lakes",2015.0
"10 Dowlan Way, Ellenbrook",2008.0
"10 Drummore Elbow, Stratton",
"10 Dublin Road, Darch",2006.0
"10 Duff Place, Booragoon",1975.0
"10 Dumsday Drive, Forrestdale",
"10 Dunmore Crescent, Harrisdale",
"10 Durrington Glade, Clarkson",
"10 Dusenberg Mews, Atwell",1995.0
"10 Duyfken Road, Jindalee",2009.0
"10 Eastbourne Street, Mosman Park",1920.0
"10 Edmund Way, Calista",1965.0
"10 Eildon Court, South Lake",1989.0
"10 Elbury Court, Kingsley",1980.0
"10 Elder Way, Bellevue",1982.0
"10 Eldon Close, Merriwa",1993.0
"10 Ellerby Way, Koondoola",1976.0
"10 Emperor Approach, Success",2008.0
"10 Emu Court, High Wycombe",1989.0
"10 Ennis Court, Orelia",1965.0
"10 Ensign Dale, Kelmscott",2005.0
"10 Erlon Way, Harrisdale",2011.0
"10 Erodium Place, Parkwood",
"10 Essington Street, Huntingdale",1975.0
"10 Ethel Street, Guildford",1910.0
"10 Etna Place, Rossmoyne",2006.0
"10 Ewart Street, Midvale",1920.0
"10 Excelsior Meander, Warnbro",
"10 Eyebright Court, Huntingdale",1999.0
"10 Fagan Street, Yokine",1963.0
"10 Fairview Street, Coogee",1989.0
"10 Fairywren Drive, Bennett Springs",2004.0
"10 Falkirk Avenue, Maylands",1915.0
"10 Fantail Avenue, Gwelup",2003.0
"10 Fantail Drive, Bibra Lake",1985.0
"10 Fantail Way, Huntingdale",1994.0
"10 Farrier Terrace, Henley Brook",2003.0
"10 Farringdon Way, Huntingdale",1973.0
"10 Fawn Way, Eglinton",2014.0
"10 Feldman Crescent, Parkerville",1985.0
"10 Field View, Bullsbrook",
"10 Finchley Terrace, Joondalup",1998.0
"10 Finlay Court, Rivervale",2000.0
"10 Finsbury Grove, Mount Claremont",1995.0
"10 Fintry Close, Kinross",1992.0
"10 Fionn Court, Ardross",
"10 Firefalls Close, Huntingdale",1994.0
"10 Flannan Place, Warwick",1988.0
"10 Fleetwood Link, Ellenbrook",2007.0
"10 Fletcher Street, Applecross",1952.0
"10 Folland Parade, Atwell",
"10 Fortview Road, Mount Claremont",1960.0
"10 Fourth Avenue, Rossmoyne",1966.0
"10 Frederic Street, Midland",1915.0
"10 Friarbird Terrace, Beeliar",2006.0
"10 Gaffin Way, Kwinana Town Centre",2015.0
"10 Gairloch Place, Joondalup",1990.0
"10 Galahad Way, Carine",1976.0
"10 gallipoli street, Lathlain",1939.0
"10 Gatton Way, Embleton",1966.0
"10 Gausson Turn, Ashby",2003.0
"10 Gemini Rise, Ocean Reef",1989.0
"10 Geoff Russell Avenue, Kinross",
"10 Georgetown Drive, Safety Bay",1989.0
"10 Gifford Mews, Currambine",1997.0
"10 Gilbreth Bend, Tapping",2006.0
"10 Giles Avenue, Padbury",1976.0
"10 GLADALAN Way, Piara Waters",2015.0
"10 Glen Iris Drive, Jandakot",1997.0
"10 Glenallen Way, Ellenbrook",2005.0
"10 Glenbawn Drive, South Lake",1984.0
"10 Glenfine Way, Carramar",2004.0
"10 Glenten Way, Ferndale",1978.0
"10 Glenwood Avenue, Helena Valley",1969.0
"10 Godin Court, Churchlands",1986.0
"10 Goldfinch Bend, Harrisdale",2010.0
"10 Goshawk Place, Huntingdale",1992.0
"10 Grace Pass, Bennett Springs",2006.0
"10 Granada Loop, Seville Grove",2006.0
"10 Grand Boulevard, Canning Vale",1995.0
"10 Graydon Grove, Leda",1994.0
"10 Greenville Street, Swanbourne",1997.0
"10 Greta Court, Cooloongup",1984.0
"10 Guernsey Court, Stratton",1995.0
"10 Gulli Court, Mount Claremont",2005.0
"10 Gwynne Corner, Jane Brook",2001.0
"10 Halse Place, Karrinyup",2011.0
"10 Hampshire Drive, Jindalee",2010.0
"10 Harden Park Trail, Carramar",
"10 Harley Terrace, Mosman Park",1970.0
"10 Harmony Avenue, Clarkson",2006.0
"10 Harrison Way, Calista",
"10 Harwood Street, Hilton",1955.0
"10 Hayward Parade, Coogee",1995.0
"10 Hazelmere Crescent, Hazelmere",1948.0
"10 Heard Way, Glendalough",
"10 Heathland Terrace, Ellenbrook",2007.0
"10 Helena Street, Guildford",1975.0
"10 Henderson Road, Stoneville",1980.0
"10 Hendy Green, Murdoch",1988.0
"10 Hennessy Drive, Ashby",2005.0
"10 Henniker Way, Koondoola",1970.0
"10 Henty Grove, Helena Valley",2015.0
"10 Hepworth Way, Noranda",1979.0
"10 Heywood Lane, North Coogee",2011.0
"10 Hibiscus Court, Churchlands",1988.0
"10 Hillcrest Court, Port Kennedy",1996.0
"10 Hindmarsh Way, Edgewater",2002.0
"10 Hindoo Elbow, Stratton",
"10 Hodge Court, Marmion",1978.0
"10 Hodges Street, Middle Swan",2002.0
"10 Hodgson Street, Tuart Hill",2014.0
"10 Hodnet Bend, The Vines",2010.0
"10 Hogg Avenue, Salter Point",2003.0
"10 Hollingsworth Avenue, Koondoola",1977.0
"10 Hollister Way, Noranda",1979.0
"10 Hope Crescent, Lesmurdie",1958.0
"10 Horner Way, Herne Hill",1972.0
"10 Horrocks Road, Booragoon",1962.0
"10 Horslay Way, Noranda",1981.0
"10 Hovea Crescent, Walliston",1986.0
"10 Hubert Street, Guildford",1897.0
"10 Hugh Street, Guildford",1900.0
"10 Hynes Court, Huntingdale",2001.0
"10 Hynes Way, Hamilton Hill",1997.0
"10 Indiana Parade, Singleton",2006.0
"10 Indus Vista, Alkimos",2015.0
"10 Instone Street, Hilton",1977.0
"10 Iolanthe Street, Swanbourne",1994.0
"10 Irene Place, Beldon",1991.0
"10 Irvine Street, Peppermint Grove",1935.0
"10 Jackman Street, Willagee",1962.0
"10 James Avenue, Hazelmere",1965.0
"10 James Road, Swanbourne",1951.0
"10 Janeville Place, South Guildford",1998.0
"10 Jarman Avenue, Manning",1960.0
"10 Jecks Street, Maida Vale",2003.0
"10 Jedburgh Loop, Sinagra",2008.0
"10 Jenkyn Circle, Landsdale",2004.0
"10 Jimbell Street, Mosman Park",1930.0
"10 Jinan Road, Huntingdale",2013.0
"10 Jindabyne Street, Hilbert",2013.0
"10 Joel Way, Wanneroo",1995.0
"10 John Street, Cottesloe",2002.0
"10 Johnson Street, Guildford",1910.0
"10 Johnston Way, Padbury",1978.0
"10 Jordan Street, Haynes",2015.0
"10 Kabiana Way, Dayton",2015.0
"10 Kakadu Rest, Bertram",2002.0
"10 Kallatina Drive, Iluka",2012.0
"10 Kamara Court, Wanneroo",1979.0
"10 Kaputar Court, Ballajura",1996.0
"10 Karamarra Place, Kingsley",1981.0
"10 Kardier Mews, Viveash",1999.0
"10 Kardinya Road, Kardinya",1990.0
"10 Kari Court, Camillo",1970.0
"10 Karla Place, City Beach",1980.0
"10 Karst Elbow, Alexander Heights",
"10 Keans Avenue, Sorrento",1990.0
"10 Kearsley Rise, Murdoch",1986.0
"10 Kenneally Circuit, Salter Point",2001.0
"10 Kerior Street, Mullaloo",1974.0
"10 Kerries Link, The Vines",2006.0
"10 Kessell Lane, Beldon",1985.0
"10 Kiah Mews, Canning Vale",2000.0
"10 Killaloe Place, Waterford",
"10 Kilmaine Road, Ridgewood",2007.0
"10 Kingsland Avenue, City Beach",
"10 Kingston Heath Mews, Jandakot",2005.0
"10 Kingsway, Nedlands",
"10 Kinross Crescent, Floreat",1997.0
"10 Kinta Street, City Beach",2012.0
"10 Kinvara Way, Ridgewood",2007.0
"10 Kirkley Pass, Aveley",2009.0
"10 Kirribilli Court, Kallaroo",1993.0
"10 Klem Avenue, Redcliffe",1997.0
"10 Knoll Place, Kiara",1993.0
"10 Knutsford Street, Swanbourne",1995.0
"10 Koolyanga Road, Mullaloo",
"10 Korovin Drive, Ashby",2005.0
"10 Kullaroo Court, Hillman",1975.0
"10 Kunzea Close, Maida Vale",2004.0
"10 Kurrat Elbow, South Guildford",
"10 Kurrawa Street, Hillman",1976.0
"10 Kwilena Avenue, Wattle Grove",
"10 La Grange Loop, Currambine",1995.0
"10 Lakewood Avenue, Ascot",1997.0
"10 Lambert Street, Alfred Cove",1970.0
"10 Landbeach Boulevard, Butler",2007.0
"10 Lansby Court, Riverton",1977.0
"10 Laslett Circle, Mundaring",1995.0
"10 Latham Street, Ashfield",1964.0
"10 Lautrec Loop, Ashby",2004.0
"10 Lavalle Rise, South Lake",1994.0
"10 Laverick Street, Haynes",2014.0
"10 Leanne Close, Woodvale",1998.0
"10 Leatherwood Way, Huntingdale",1994.0
"10 Ledden Court, Success",2001.0
"10 Lee Avenue, Hilton",1953.0
"10 Leghorn Road, Orelia",1970.0
"10 Leithdale Road, Darlington",1980.0
"10 Letterkenny Way, Hilbert",2012.0
"10 Levey Rise, Winthrop",1988.0
"10 Leyland Street, St James",2006.0
"10 Limerick Way, Fremantle",2002.0
"10 Litoria Drive, Wandi",2015.0
"10 Little Rush Close, South Lake",1983.0
"10 LIVONIA Street, Brabham",2013.0
"10 Lodge Court, Cockburn Central",2000.0
"10 Logwood Avenue, Port Kennedy",2005.0
"10 Lonnie Street, Daglish",
"10 Looranah Street, Mount Nasura",1985.0
"10 Lowell Street, Secret Harbour",2006.0
"10 Lucca Court, Coogee",1993.0
"10 Lucinda Court, Huntingdale",1998.0
"10 Mabena Place, Ocean Reef",1992.0
"10 Macedonia Place, North Perth",2000.0
"10 Madge Way, Leda",2006.0
"10 Madras Crescent, Port Kennedy",2001.0
"10 Mallaig Place, Warwick",1986.0
"10 Mallina Circuit, Carramar",1997.0
"10 Manhattan Avenue, Iluka",1999.0
"10 Manston Road, Thornlie",1968.0
"10 Manyleaf Link, Banksia Grove",2013.0
"10 Mapleton Street, Stirling",2008.0
"10 Mardella Street, Coolbinia",2011.0
"10 Marengo Close, Aveley",2013.0
"10 Marie Court, Atwell",1995.0
"10 Marigold Place, Yangebup",
"10 Marlock Place, Woodlands",1965.0
"10 Maroubra Parade, Secret Harbour",2004.0
"10 Marra Way, South Lake",2008.0
"10 Martini Way, Tapping",2006.0
"10 Mary Street, Highgate",1920.0
"10 Mary Street, Watermans Bay",2009.0
"10 Massenger Street, Madeley",2005.0
"10 Maverick Promenade, Shoalwater",
"10 McGuigan Circle, Redcliffe",
"10 McKeon Street, Redcliffe",1991.0
"10 McLeod Street, Lockridge",1996.0
"10 McNeil Grove, Jarrahdale",1999.0
"10 Meadow Lane, Parkerville",1990.0
"10 Meath Mews, Mosman Park",1997.0
"10 Meek Court, Gosnells",1989.0
"10 Melbourne Close, Port Kennedy",1995.0
"10 Meredith Way, Koondoola",1978.0
"10 Merens Terrace, Henley Brook",2003.0
"10 Messenger Street, Kelmscott",1970.0
"10 Midlothian Crescent, Kinross",1998.0
"10 Midsummer Avenue, Jindalee",2015.0
"10 Midway Street, Riverton",1976.0
"10 Millenden Street, East Fremantle",1999.0
"10 Miller Place, Booragoon",1982.0
"10 Milos Loop, Spearwood",1999.0
"10 Miltona Drive, Secret Harbour",
"10 Mimbalup Close, Hillman",1974.0
"10 Moira Mews, Stratton",1995.0
"10 Monaco Avenue, North Lake",1990.0
"10 Monaro Way, Hocking",2003.0
"10 Monota Avenue, Shelley",2004.0
"10 Monroe Turn, Success",2004.0
"10 Moorhouse Street, Willagee",1960.0
"10 Moyle Place, Hillarys",2014.0
"10 Murry Mews, Leda",
"10 Myrtle Street, Walliston",1970.0
"10 Nankeen Elbow, Beeliar",
"10 Napier Place, Brookdale",1989.0
"10 Naree Road, Wilson",1966.0
"10 Narrien Loop, Hocking",2003.0
"10 Narrier Close, South Guildford",2000.0
"10 Nathaniel Way, Orelia",1969.0
"10 Navigator Drive, Singleton",2000.0
"10 Newcomen Road, Stirling",1998.0
"10 Newell Place, Cooloongup",1978.0
"10 Nolan Crescent, Gwelup",
"10 Noonan Court, Willetton",1981.0
"10 Norman Street, Bellevue",1953.0
"10 Norrie Court, Koondoola",1976.0
"10 North Lake Road, Alfred Cove",1930.0
"10 Nunney Road, Orelia",2004.0
"10 Oakbank Crescent, Butler",2013.0
"10 Oakdene Drive, Madeley",2004.0
"10 Oakfield Gardens, Parmelia",
"10 Oakleaf Circle, Mirrabooka",1987.0
"10 Ocean View Road, Edgewater",1984.0
"10 Omaroo Terrace, City Beach",2015.0
"10 Onslow Road, Shenton Park",1993.0
"10 Opal Place, Riverton",1972.0
"10 Orient Street, South Fremantle",1900.0
"10 Osaka Loop, Hocking",2006.0
"10 Oslo Street, Hocking",2007.0
"10 Otway Street, Swanbourne",2005.0
