ADDRESS,NEAREST_STN
"18A Kemp Street, Pearsall",Edgewater Station
"18A Killilan Road, Applecross",Canning Bridge Station
"18a King Albert Road, Trigg",Stirling Station
"18A Lagoon Place, Beldon",Edgewater Station
"18a Latham Street, Alfred Cove",Bull Creek Station
"18A Leverburgh Street, Ardross",Bull Creek Station
"18A Mabena Place, Ocean Reef",Joondalup Station
"18A Michael Crescent, Boya",Midland Station
"18A Milroy Street, Willagee",Fremantle Station
"18a Nola Avenue, Scarborough",Stirling Station
"18A Noreatt Place, Leeming",Murdoch Station
"18A Parsons Avenue, Manning",Canning Bridge Station
"18a Purkiss Street, Cannington",Queens Park Station
"18A Queen Street, Bentley",Welshpool Station
"18A Radney Street, Willagee",Bull Creek Station
"18A Raymond Street, Mount Pleasant",Canning Bridge Station
"18A Rome Road, Alfred Cove",Bull Creek Station
"18A Selway Road, Brentwood",Bull Creek Station
"18A Swan Street, Osborne Park",Stirling Station
"18a Tulipwood Place, South Lake",Murdoch Station
"18A Tyre Avenue, Riverton",Welshpool Station
"18B Aldercress Rise, Connolly",Joondalup Station
"18B Apollo Way, Carlisle",Carlisle Station
"18b Beckenham Street, Beckenham",Beckenham Station
"18B Conon Road, Applecross",Canning Bridge Station
"18B Douglas Avenue, Yokine",Stirling Station
"18B Dounley Street, Balga",Warwick Station
"18b Inwood Place, Murdoch",Murdoch Station
"18b King Albert Road, Trigg",Stirling Station
"18B Margery Road, High Wycombe",Midland Station
"18B Ullapool Road, Mount Pleasant",Canning Bridge Station
"18B Warnham Road, Cottesloe",Cottesloe Station
"18b Warringah Close, Kallaroo",Edgewater Station
"18C Kilmurray Way, Balga",Warwick Station
"18C Morley Drive, Tuart Hill",Stirling Station
"18C Shoalwater Road, Shoalwater",Rockingham Station
"18D Rhine Way, Swan View",Midland Station
"18G Wardlow Way, Balga",Warwick Station
"19 Aberdare Way, Warwick",Warwick Station
"19 Adderley Street, Mount Claremont",Claremont Station
"19 Adela Place, Warwick",Warwick Station
"19 Aerolite Way, Beldon",Edgewater Station
"19 Albemarle Way, High Wycombe",Midland Station
"19 All Saints Way, Churchlands",Glendalough Station
"19 Alsace Avenue, Caversham",Guildford Station
"19 Amberton Avenue, Girrawheen",Warwick Station
"19 Amherst Road, Woodbridge",Woodbridge Station
"19 Angler Way, Sorrento",Greenwood Station
"19 Arkwell Way, Marmion",Warwick Station
"19 Arley Turn, Canning Vale",Thornlie Station
"19 Ashbourne Way, Hamilton Hill",Fremantle Station
"19 Athel Road, Woodlands",Stirling Station
"19 Aureate Way, Eglinton",Butler Station
"19 Azalea Gardens, Forrestfield",Midland Station
"19 Babbler Court, Maida Vale",Midland Station
"19 Baden Road, Bickley",Madding
"19 Ballard Mews, Success",Cockburn Central Station
"19 Barnard Street, Alfred Cove",Bull Creek Station
"19 Barracuda Court, Sorrento",Greenwood Station
"19 Barton Loop, Piara Waters",Cockburn Central Station
"19 Bateman Road, Mount Pleasant",Canning Bridge Station
"19 Bates Way, Warnbro",Warnbro Station
"19 Baton Rouge Drive, Mindarie",Clarkson Station
"19 Bay View Street, Bayswater",Meltham Station
"19 Beacham Crescent, Medina",Kwinana Station
"19 Beaconsfield Avenue, Midvale",Midland Station
"19 Bearing Parade, Mullaloo",Edgewater Station
"19 Beaufortia Crescent, Ellenbrook",Guildford Station
"19 Beckett Circle, Darch",Greenwood Station
"19 Beckworth Avenue, Kiara",Bassendean Station
"19 Bedford Street, Bentley",Welshpool Station
"19 Begbroke Way, Piara Waters",Cockburn Central Station
"19 Belvoir Crescent, Orelia",Kwinana Station
"19 Bembridge Loop, Hocking",Edgewater Station
"19 Bendix Way, Girrawheen",Warwick Station
"19 Bentley Close, Mount Claremont",Loch Street Station
"19 Beroona Way, South Lake",Cockburn Central Station
"19 Beryl Avenue, Shelley",Canning Bridge Station
"19 Bewick Avenue, Yanchep",Butler Station
"19 Bibbulmun Entrance, Sinagra",Joondalup Station
"19 Biccari Drive, Stirling",Stirling Station
"19 Birchwood Avenue, Woodlands",Stirling Station
"19 Bodrum Crescent, Mindarie",Clarkson Station
"19 Bonchester Court, Duncraig",Warwick Station
"19 Bondi Street, Mount Hawthorn",Glendalough Station
"19 Bonnard Crescent, Ashby",Joondalup Station
"19 Bonnyrigg Pass, Kinross",Currambine Station
"19 Boxley Place, Langford",Thornlie Station
"19 Boynton Gardens, Iluka",Currambine Station
"19 Bradford Street, Menora",Mount Lawley Station
"19 Bradley Way, Lockridge",Bassendean Station
"19 Brendon Way, Karrinyup",Warwick Station
"19 Bridgedale Close, Beldon",Edgewater Station
"19 Bristow Street, Haynes",Armadale Station
"19 Brookeby Heights, Leda",Wellard Station
"19 Brora Grove, Boya",Midland Station
"19 Broula Road, Kalamunda",Madding
"19 Brunswick Road, Thornlie",Thornlie Station
"19 Bryant Avenue, Mosman Park",Vic
"19 Bullock Court, Huntingdale",Thornlie Station
"19 Bunderra Close, Karawara",Canning Bridge Station
"19 Burndale Road, Mount Richon",Armadale Station
"19 Burns Street, North Fremantle",North Fremantle Station
"19 Burton Retreat, Stratton",Midland Station
"19 Butcher Street, Mundijong",Armadale Station
"19 Butterworth Place, Beaconsfield",Fremantle Station
"19 Buvelot Turn, Southern River",Thornlie Station
"19 Caledonia Avenue, Currambine",Currambine Station
"19 Calendia Way, Dayton",Guildford Station
"19 Caliban Way, Coolbellup",Murdoch Station
"19 Calis Avenue, Iluka",Currambine Station
"19 Calla Street, Bennett Springs",Ashfield Station
"19 Camellia Way, Bennett Springs",Ashfield Station
"19 Campbell Street, East Cannington",Beckenham Station
"19 Campbell Way, Parkerville",Midland Station
"19 Camrose Lane, Darch",Greenwood Station
"19 Carmathen Avenue, Butler",Butler Station
"19 Carmen Circuit, The Vines",Midland Station
"19 Carnaby Way, Harrisdale",Cockburn Central Station
"19 Carnarvon Rise, Ocean Reef",Joondalup Station
"19 Casitas Street, Champion Lakes",Kelmscott Station
"19 Cassidae Terrace, Karrinyup",Stirling Station
"19 Cato Place, Lockridge",Success Hill Station
"19 Cavalier Court, Thornlie",Thornlie Station
"19 Ceduna Way, Quinns Rocks",Butler Station
"19 Centaur Circle, Woodbridge",Midland Station
"19 Chalcombe Way, Warwick",Warwick Station
"19 Champaigne Drive, Tapping",Currambine Station
"19 Chase Court, Woodvale",Whitfords Station
"19 Chateau Court, Mount Richon",Armadale Station
"19 Chauvel Court, Kiara",Bassendean Station
"19 Chenile Mews, Mirrabooka",Mount Lawley Station
"19 Chungking Grove, Stratton",Midland Station
"19 Clanmel Road, Floreat",Loch Street Station
"19 Clayden Street, Wooroloo",Midland Station
"19 Clovelly Crescent, Lynwood",Queens Park Station
"19 Cobby Place, Marangaroo",Greenwood Station
"19 Cobden Street, Bayswater",Bayswater Station
"19 Coci Road, Balcatta",Stirling Station
"19 Cockman Way, Orelia",Kwinana Station
"19 Cohn Court, Willagee",Fremantle Station
"19 Coleridge Place, North Lake",Murdoch Station
"19 Collaroy Court, Kallaroo",Whitfords Station
"19 Collier Street, Wembley",Glendalough Station
"19 Colwyn Road, Bayswater",Ashfield Station
"19 Coneflower Corner, Churchlands",Glendalough Station
"19 Congdon Way, Booragoon",Bull Creek Station
"19 Constance Street, Darlington",Midland Station
"19 Coolbarro Lane, Redcliffe",Bassendean Station
"19 Cornish Crescent, Manning",Canning Bridge Station
"19 Cotswold Parade, Aubin Grove",Cockburn Central Station
"19 Cowper Street, Parkwood",Thornlie Station
"19 Craighall Turn, Madeley",Greenwood Station
"19 Criterium Place, Middle Swan",Midland Station
"19 Crown Terrace, Coogee",Cockburn Central Station
"19 Culloden Road, Duncraig",Greenwood Station
"19 Dakin Street, Daglish",Daglish Station
"19 Daleview Close, Glen Forrest",Midland Station
"19 Dalzell Turn, Kinross",Currambine Station
"19 Danbulla Loop, Yanchep",Butler Station
"19 Danja Rise, Hocking",Edgewater Station
"19 Darkin Drive, Gosnells",Seaforth Station
"19 Darling Street, White Gum Valley",Fremantle Station
"19 Dawson Street, Armadale",Armadale Station
"19 Daylesford Elbow, Jane Brook",Midland Station
"19 Desert Ash Place, Helena Valley",Midland Station
"19 Devereux Crescent, Aveley",Woodbridge Station
"19 Dilkera Place, Quinns Rocks",Butler Station
"19 Diosma Way, Forrestfield",Madding
"19 Dolphin Way, Beldon",Edgewater Station
"19 Donatti Retreat, Caversham",Guildford Station
"19 Downhill Way, Langford",Thornlie Station
"19 Downing Crescent, Wanneroo",Joondalup Station
"19 Dryandra Crescent, Darlington",Midland Station
"19 Dryandra Drive, Mirrabooka",Warwick Station
"19 Duncan Place, Mahogany Creek",Midland Station
"19 Earl Street, Bentley",Welshpool Station
"19 Eastwood Way, Hamersley",Warwick Station
"19 Ecton Street, Gosnells",Seaforth Station
"19 Edmund Way, Calista",Wellard Station
"19 Edward Street, Queens Park",Queens Park Station
"19 Elemi Bend, Atwell",Cockburn Central Station
"19 Ellesmere Road, Swan View",Midland Station
"19 Elma Street, Coolbinia",Glendalough Station
"19 ELYARD CRESCENT, Stirling",Stirling Station
"19 Eradu Ramble, Hocking",Edgewater Station
"19 Errina Road, Alexander Heights",Warwick Station
"19 Esmerelda Pass, Darch",Greenwood Station
"19 Eucla Mews, Stratton",Midland Station
"19 Eucumbene Crescent, Joondalup",Currambine Station
"19 Evington Pass, Landsdale",Greenwood Station
"19 Ewart Street, Midvale",Midland Station
"19 Exmouth Drive, Butler",Butler Station
"19 Fairland Loop, Madeley",Whitfords Station
"19 Farrier Terrace, Henley Brook",East Guildford Station
"19 Feathertop Rise, Alexander Heights",Greenwood Station
"19 Ferrar Street, Menora",Mount Lawley Station
"19 Fifth Avenue, Bassendean",Success Hill Station
"19 Fionn Street, Hamersley",Warwick Station
"19 First Avenue, Bickley",Madding
"19 First Avenue, Shoalwater",Rockingham Station
"19 Fitzpatrick Way, Noranda",Meltham Station
"19 Fleet Circle, High Wycombe",Midland Station
"19 Fleming Parkway, Clarkson",Clarkson Station
"19 Floresta Street, Sinagra",Joondalup Station
"19 Forge Lane, Henley Brook",East Guildford Station
"19 Foxfield Road, Darch",Greenwood Station
"19 Frankland Place, Jane Brook",Midland Station
"19 Frederic Street, Koongamia",Midland Station
"19 Freeth Court, Brentwood",Bull Creek Station
"19 Furnivall Parade, Baldivis",Warnbro Station
"19 Galaxy Way, Carlisle",Carlisle Station
"19 Gamin Vista, Aveley",Woodbridge Station
"19 Garvey Street, Cloverdale",Bassendean Station
"19 Geranium Place, Canning Vale",Thornlie Station
"19 Gillings Parade, Wattle Grove",Madding
"19 Gladstone Avenue, Swan View",Midland Station
"19 Glen Iris Drive, Jandakot",Cockburn Central Station
"19 Glenfine Way, Carramar",Currambine Station
"19 Glengarry Street, Parkwood",Thornlie Station
"19 Glenmere Road, Warwick",Warwick Station
"19 Glenten Way, Ferndale",Queens Park Station
"19 Gloster Loop, Brookdale",Armadale Station
"19 Goldsbrough Entrance, Helena Valley",Midland Station
"19 Gowther Street, Leeming",Murdoch Station
"19 Grace Pass, Bennett Springs",Ashfield Station
"19 Graham Road, Gooseberry Hill",Midland Station
"19 Graham Road, Menora",Perth Station
"19 Grenache Crescent, Caversham",Guildford Station
"19 Grenoble Street, Piara Waters",Cockburn Central Station
"19 Grose Way, Noranda",Maylands Station
"19 Gundaring Turn, Canning Vale",Thornlie Station
"19 Hackett Street, Bellevue",Midland Station
"19 Haga Parkway, Landsdale",Whitfords Station
"19 Haig Street, Ashfield",Ashfield Station
"19 Haldane Link, Baldivis",Warnbro Station
"19 Halleendale Road, Walliston",Madding
"19 Hallstrom Way, Canning Vale",Thornlie Station
"19 Hampshire Street, East Victoria Park",Oats Street Station
"19 Harding Street, Hilbert",Armadale Station
"19 Harford Avenue, Viveash",Midland Station
"19 Harford Grove, Yanchep",Butler Station
"19 Harrow Street, Mount Hawthorn",Leederville Station
"19 Hassars Road, Secret Harbour",Warnbro Station
"19 Hayward Parade, Coogee",Fremantle Station
"19 Hazlett Place, Waikiki",Rockingham Station
"19 Heaton Way, Safety Bay",Rockingham Station
"19 Heidelberg Street, Aubin Grove",Cockburn Central Station
"19 Hennessy Drive, Ashby",Joondalup Station
"19 Hepworth Road, Trigg",Stirling Station
"19 Hester Street, Langford",Thornlie Station
"19 Heysham Bend, Butler",Butler Station
"19 Hibiscus Court, Churchlands",Glendalough Station
"19 Hicks Way, Hillarys",Whitfords Station
"19 Hodge Street, Willagee",Fremantle Station
"19 Honeymyrtle Turn, Stirling",Stirling Station
"19 Hope Avenue, Salter Point",Canning Bridge Station
"19 Hudleston Rise, Alexander Heights",Greenwood Station
"19 Hudson Avenue, Girrawheen",Warwick Station
"19 Hybanthus Avenue, High Wycombe",Midland Station
"19 Illawarra Crescent, Canning Vale",Thornlie Station
"19 Illawong Way, Kingsley",Greenwood Station
"19 Ind Street, Lesmurdie",Madding
"19 Indiana Parade, Singleton",Mandurah Station
"19 Integra Street, Aveley",Woodbridge Station
"19 Inveraray Crescent, Hamersley",Warwick Station
"19 Inverness Court, Cooloongup",Rockingham Station
"19 Inverness Crescent, Menora",Mount Lawley Station
"19 Inwood Place, Murdoch",Murdoch Station
"19 Jaccard Way, Lynwood",Thornlie Station
"19 Jaeger Bend, Tapping",Currambine Station
"19 James Road, Kalamunda",Madding
"19 Jewell Parade, North Fremantle",North Fremantle Station
"19 Jobson Loop, Brookdale",Armadale Station
"19 Johnson Close, Winthrop",Murdoch Station
"19 Johnson Street, Redcliffe",Ashfield Station
"19 Jouissance Bend, Atwell",Cockburn Central Station
"19 Jupiter Bend, Rockingham",Rockingham Station
"19 Justicia Close, Woodvale",Whitfords Station
"19 Kambalda Way, Kewdale",Carlisle Station
"19 Kane Way, Byford",Armadale Station
"19 Karalundie Way, Mullaloo",Edgewater Station
"19 Kembla Circle, Madeley",Whitfords Station
"19 Kennard Street, Kensington",Carlisle Station
"19 Kerswell Way, Warnbro",Warnbro Station
"19 Kiandra Parade, Ballajura",Meltham Station
"19 Kilborne Avenue, Quinns Rocks",Butler Station
"19 Kinbrace Way, Lynwood",Thornlie Station
"19 Kinloch Pass, Aubin Grove",Cockburn Central Station
"19 Kinross Road, Applecross",Canning Bridge Station
"19 Kinsale Bend, Port Kennedy",Warnbro Station
"19 Kinsale Drive, Mindarie",Clarkson Station
"19 Kippilaw Loop, Carramar",Currambine Station
"19 Kirby Way, Samson",Murdoch Station
"19 Klem Avenue, Redcliffe",Bassendean Station
"19 Klem Avenue, Salter Point",Canning Bridge Station
"19 Koolgoo Way, Koongamia",Midland Station
"19 Kooya Way, Wattle Grove",Madding
"19 Kurrajong Road, Safety Bay",Rockingham Station
"19 Kurrat Elbow, South Guildford",Woodbridge Station
"19 Kurrawa Street, Hillman",Rockingham Station
"19 Kurrden Way, Swan View",Midland Station
"19 Lakeside Drive, Helena Valley",Midland Station
"19 Landbeach Boulevard, Butler",Butler Station
"19 Landon Way, Mount Claremont",Claremont Station
"19 Langridge Crescent, Orelia",Kwinana Station
"19 Langsford Street, Claremont",Claremont Station
"19 Larkin Court, Medina",Kwinana Station
"19 lawlor Road, Attadale",North Fremantle Station
"19 Lawson Way, Padbury",Whitfords Station
"19 Leach Street, Marmion",Warwick Station
"19 Lee Avenue, Hilton",Fremantle Station
"19 Lennox Place, Hamersley",Warwick Station
"19 Letterkenny Road, Bullsbrook",Midland Station
"19 Leyton Court, Kingsley",Greenwood Station
"19 Lifford Way, Bellevue",Midland Station
"19 Lillico Avenue, Burns Beach",Currambine Station
"19 Limetree Circuit, Mindarie",Clarkson Station
"19 Lincoln Mews, Orelia",Kwinana Station
"19 Linden Way, Forrestfield",Madding
"19 Lindholm Retreat, Mindarie",Clarkson Station
"19 Lindley Street, Embleton",Bayswater Station
"19 Linear Avenue, Mullaloo",Edgewater Station
"19 Lissadell Terrace, Ellenbrook",East Guildford Station
"19 Logpine Crescent, Camillo",Kelmscott Station
"19 Lombe Gardens, Atwell",Cockburn Central Station
"19 Lowan Loop, Karawara",Canning Bridge Station
"19 Lucida Road, Southern River",Thornlie Station
"19 Lunata Street, Dayton",Guildford Station
"19 Lydon Boulevard, Atwell",Cockburn Central Station
"19 Madrid Terrace, Hocking",Edgewater Station
"19 Maguire Avenue, Beechboro",Bassendean Station
"19 Maidos Street, Ashfield",Ashfield Station
"19 Maidstone Parade, Secret Harbour",Warnbro Station
"19 Maracas Cove, Iluka",Currambine Station
"19 Maritime Avenue, Kardinya",Murdoch Station
"19 Marjorie Avenue, Shelley",Welshpool Station
"19 Markethill Road, Ridgewood",Butler Station
"19 Marlin Way, Golden Bay",Mandurah Station
"19 Marmion Street, Fremantle",Fremantle Station
"19 Martindale Avenue, Madeley",Greenwood Station
"19 Martinique Mews, Hillarys",Greenwood Station
"19 Masters Street, Kenwick",Madding
"19 Mataitai Loop, Cooloongup",Rockingham Station
"19 Mattingley Heights, Murdoch",Murdoch Station
"19 Maydwell Way, Calista",Wellard Station
"19 MAYFIELD Drive, Brabham",Guildford Station
"19 Mcalinden Close, Noranda",Bayswater Station
"19 McCombe Avenue, Samson",Murdoch Station
"19 Mccormick Street, Warnbro",Warnbro Station
"19 Meagher Way, Beechboro",Bassendean Station
"19 Melrose Crescent, Menora",Perth Station
"19 Melton Hill Lane, Champion Lakes",Kelmscott Station
"19 Messina Drive, Sinagra",Joondalup Station
"19 Mifflin Place, Leeming",Murdoch Station
"19 Mileura Street, Golden Bay",Mandurah Station
"19 Millbrook Avenue, Bertram",Kwinana Station
"19 Miller Avenue, Redcliffe",Ashfield Station
"19 Minton Bend, Harrisdale",Kelmscott Station
"19 Minyon Circuit, Atwell",Cockburn Central Station
"19 Mirima Way, Wandi",Kwinana Station
"19 Mitford Street, Swanbourne",Swanbourne Station
"19 Mockeridge Circuit, Middle Swan",Midland Station
"19 Modena Place, Balga",Warwick Station
"19 Monaltrie Loop, Carramar",Currambine Station
"19 Monota Avenue, Shelley",Bull Creek Station
"19 Monticello Meander, Landsdale",Greenwood Station
"19 Monument Street, Mosman Park",Mosman Park Station
